timestamp,image_filename,object_class,confidence
2023-04-10 12:00:00,sample_image.jpg,person,0.95
2023-04-10 12:00:00,sample_image.jpg,car,0.87
2023-04-10 12:01:00,rail_track.jpg,train,0.92
2023-04-10 12:01:00,rail_track.jpg,person,0.78
2023-04-10 12:02:00,station.jpg,train,0.96
2023-04-10 12:02:00,station.jpg,person,0.89
2023-04-10 12:02:00,station.jpg,car,0.82 2025-04-11 04:22:32,crowd_sample.jpeg,22,Moderate
2025-04-11 04:36:53,crowd_sample.jpeg,person,0.8458099961280823
2025-04-11 04:36:53,crowd_sample.jpeg,person,0.7806891798973083
2025-04-11 04:36:53,crowd_sample.jpeg,person,0.769546389579773
2025-04-11 04:36:53,crowd_sample.jpeg,person,0.6837183833122253
2025-04-11 04:36:53,crowd_sample.jpeg,person,0.614983320236206
2025-04-11 04:36:53,crowd_sample.jpeg,person,0.5942021012306213
2025-04-11 04:36:53,crowd_sample.jpeg,person,0.530643880367279
2025-04-11 04:36:53,crowd_sample.jpeg,person,0.5145352482795715
2025-04-11 04:36:53,crowd_sample.jpeg,person,0.5005417466163635
2025-04-11 04:36:53,crowd_sample.jpeg,person,0.47765979170799255
2025-04-11 04:36:53,crowd_sample.jpeg,person,0.46744558215141296
2025-04-11 04:36:53,crowd_sample.jpeg,person,0.4631344676017761
2025-04-11 04:36:53,crowd_sample.jpeg,person,0.4606230854988098
2025-04-11 04:36:53,crowd_sample.jpeg,person,0.43892332911491394
2025-04-11 04:36:53,crowd_sample.jpeg,person,0.3766133189201355
2025-04-11 04:36:53,crowd_sample.jpeg,person,0.3573658764362335
2025-04-11 04:36:53,crowd_sample.jpeg,person,0.3552095890045166
2025-04-11 04:36:53,crowd_sample.jpeg,person,0.3366835415363312
2025-04-11 04:36:53,crowd_sample.jpeg,person,0.31001579761505127
2025-04-11 04:36:53,crowd_sample.jpeg,person,0.3055002987384796
2025-04-11 04:36:53,crowd_sample.jpeg,person,0.2675097584724426
2025-04-11 04:36:53,crowd_sample.jpeg,person,0.25703147053718567
2025-04-11 04:38:30,webcam_20250411-043756.jpg,person,0.7212654948234558
2025-04-11 04:39:05,crowd_sample.jpeg,person,0.8458099961280823
2025-04-11 04:39:05,crowd_sample.jpeg,person,0.7806891798973083
2025-04-11 04:39:05,crowd_sample.jpeg,person,0.769546389579773
2025-04-11 04:39:05,crowd_sample.jpeg,person,0.6837183833122253
2025-04-11 04:39:05,crowd_sample.jpeg,person,0.614983320236206
2025-04-11 04:39:05,crowd_sample.jpeg,person,0.5942021012306213
2025-04-11 04:39:05,crowd_sample.jpeg,person,0.530643880367279
2025-04-11 04:39:05,crowd_sample.jpeg,person,0.5145352482795715
2025-04-11 04:39:05,crowd_sample.jpeg,person,0.5005417466163635
